HH,Div,Date,HomeTeam,AwayTeam,FTR,HST,AST,HC,AC,HAS,HDS,AAS,ADS,Result,match_api_id,home_team_buildUpPlaySpeed,home_team_buildUpPlayPassing,home_team_chanceCreationPassing,home_team_chanceCreationCrossing,home_team_chanceCreationShooting,home_team_defencePressure,home_team_defenceAggression,home_team_defenceTeamWidth,home_team_avg_shots,home_team_avg_corners,home_team_avg_crosses,away_team_buildUpPlaySpeed,away_team_buildUpPlayPassing,away_team_chanceCreationPassing,away_team_chanceCreationCrossing,away_team_chanceCreationShooting,away_team_defencePressure,away_team_defenceAggression,away_team_defenceTeamWidth,away_team_avg_shots,away_team_avg_corners,away_team_avg_crosses,home_team_goals_difference,away_team_goals_difference,games_won_home_team,games_won_away_team,games_against_won,games_against_lost,B365H,B365D,B365A,League_1729.0,League_4769.0,League_7809.0,League_10257.0,League_13274.0,League_19694.0,League_21518.0,home_player_1_overall_rating,home_player_2_overall_rating,home_player_3_overall_rating,home_player_4_overall_rating,home_player_5_overall_rating,home_player_6_overall_rating,home_player_7_overall_rating,home_player_8_overall_rating,home_player_9_overall_rating,home_player_10_overall_rating,home_player_11_overall_rating,away_player_1_overall_rating,away_player_2_overall_rating,away_player_3_overall_rating,away_player_4_overall_rating,away_player_5_overall_rating,away_player_6_overall_rating,away_player_7_overall_rating,away_player_8_overall_rating,away_player_9_overall_rating,away_player_10_overall_rating,away_player_11_overall_rating,outcome,country_id,league_id,season,stage,date,home_team_api_id,away_team_api_id,home_team_long_name,home_team_short_name,away_team_long_name,away_team_short_name
4759,E0,1/1/2013 0:00,Southampton,Arsenal,D,6,4,3,3,0.5680959066853872,0.5527932143901726,1.4711904065516237,0.7387406847391728,0,1229323,47,52,54,56,60,48,52,44,11.921052631578949,12,21.082236842105264,25,32,41,34,30,57,57,52,13.93092105263158,14.163879598662207,21.082236842105264,-1,8,1,4,0,1,5,3.75,1.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,71,69,72,58,75,72,69,78,70,74,80,83,81,82,76,81,82,76,84,83,81,Draw,1729,1729,2012/2013,21,1/1/2013 0:00,8466,9825,Southampton,SOU,Arsenal,ARS
4766,E0,1/2/2013 0:00,Liverpool,Sunderland,H,16,5,9,5,1.2333945350469817,0.6902603100321731,0.6405381690552794,0.9158656442380386,1,1229318,60,60,48,73,53,50,48,62,14.88157894736842,14.930693069306932,16.61513157894737,67,62,44,72,59,47,53,60,10.24342105263158,10.591836734693878,16.61513157894737,4,2,3,3,0,1,1.4,4.5,8.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,83,59,81,83,79,84,80,79,74,69,86,76,74,74,70,71,80,77,73,74,82,77,Win,1729,1729,2012/2013,21,1/2/2013 0:00,8650,8472,Liverpool,LIV,Sunderland,SUN
4768,E0,1/12/2013 0:00,Aston Villa,Southampton,A,10,4,9,5,0.8143428015984447,0.9973676513600468,0.5001462415911085,0.5400151204233719,-1,1229330,67,58,44,60,56,43,50,52,10.4375,10.75593220338983,20.098684210526315,47,52,54,56,60,48,52,44,11.921052631578949,12,20.098684210526315,-13,0,1,1,0,1,2.55,3.5,2.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75,68,74,69,62,74,65,71,77,72,72,74,73,69,74,58,75,71,72,69,78,74,Defeat,1729,1729,2012/2013,22,1/12/2013 0:00,10252,8466,Aston Villa,AVL,Southampton,SOU
4778,E0,1/16/2013 0:00,Chelsea,Southampton,D,10,3,4,3,1.404039313100767,0.6931851418543434,0.5001462415911085,0.5400151204233719,0,1229273,60,45,55,45,45,60,62,46,15.513157894736842,15.61589404,20.098684210526315,47,52,54,56,60,48,52,44,11.921052631578949,12,20.098684210526315,13,0,4,1,0,0,1.25,6.5,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,84,76,79,79,84,81,83,80,86,87,82,74,73,69,74,58,71,75,72,69,75,70,Draw,1729,1729,2012/2013,17,1/16/2013 0:00,8455,8466,Chelsea,CHE,Southampton,SOU
4786,E0,1/20/2013 0:00,Chelsea,Arsenal,H,8,8,3,9,1.404039313100767,0.6931851418543434,1.4711904065516237,0.7387406847391728,1,1229340,60,45,55,45,45,60,62,46,15.513157894736842,15.61589404,21.082236842105264,25,32,41,34,30,57,57,52,13.93092105263158,14.163879598662207,21.082236842105264,5,6,3,3,1,1,1.91,3.6,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,84,76,79,82,84,81,83,87,86,80,85,80,83,81,82,76,76,73,81,82,84,80,Win,1729,1729,2012/2013,23,1/20/2013 0:00,8455,9825,Chelsea,CHE,Arsenal,ARS
4788,E0,1/21/2013 0:00,Southampton,Everton,D,11,7,10,6,0.5680959066853872,0.5527932143901726,0.9564200058496636,0.8964250999027973,0,1229344,47,52,54,56,60,48,52,44,11.921052631578949,12,19.11842105263158,56,56,48,57,56,50,50,60,12.289473684210526,12.370860927152318,19.11842105263158,1,2,1,3,0,1,3.6,3.5,2.05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,73,74,69,58,72,71,69,78,70,74,81,74,79,76,80,76,74,78,78,81,77,Draw,1729,1729,2012/2013,23,1/21/2013 0:00,8466,8668,Southampton,SOU,Everton,EVE
4794,E0,1/30/2013 0:00,Arsenal,Liverpool,D,6,5,8,6,1.429960038881089,0.739982451,1.3073998245100908,0.797062318,0,1229350,25,32,41,34,30,57,57,52,13.93092105263158,14.163879598662207,19.44407894736842,60,60,48,73,53,50,48,62,14.88157894736842,14.930693069306932,19.44407894736842,5,8,2,3,2,1,2.4,3.5,3.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80,83,81,82,76,77,82,81,84,83,80,83,59,76,83,79,84,80,74,79,86,78,Draw,1729,1729,2012/2013,24,1/30/2013 0:00,9825,8650,Arsenal,ARS,Liverpool,LIV
4799,E0,1/30/2013 0:00,Reading,Chelsea,D,2,5,0,6,0.1533642942002376,0.2281368821292776,1.389295115530857,0.6199373582460309,0,1229356,49,49,46,58,56,49,51,45,8.815789474,9.054054054054054,19.730263157894736,60,45,55,45,45,60,62,46,15.513157894736842,15.61589404,19.730263157894736,1,5,3,3,0,1,7.5,4.5,1.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,70,72,73,68,71,75,69,72,70,77,72,76,79,82,84,81,83,80,86,71,85,Draw,1729,1729,2012/2013,24,1/30/2013 0:00,9798,8455,Reading,REA,Chelsea,CHE
4801,E0,2/2/2013 0:00,Everton,Aston Villa,D,13,4,15,2,1.0389890916945674,0.9534951740274936,0.9973676513600468,1.0821903013284373,0,1229362,56,56,48,57,56,50,50,60,12.289473684210526,12.370860927152318,18.93092105263158,67,58,44,60,56,43,50,52,10.4375,10.75593220338983,18.93092105263158,1,-5,2,0,1,0,1.4,5,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,81,79,79,76,80,78,78,75,78,81,73,75,68,76,74,66,65,75,77,72,74,72,Draw,1729,1729,2012/2013,25,2/2/2013 0:00,8668,10252,Everton,EVE,Aston Villa,AVL
4805,E0,2/2/2013 0:00,Reading,Sunderland,H,5,6,6,8,0.1533642942002376,0.2281368821292776,0.6405381690552794,0.9158656442380386,1,1229369,49,49,46,58,56,49,51,45,8.815789474,9.054054054054054,16.61513157894737,67,62,44,72,59,47,53,60,10.24342105263158,10.591836734693878,16.61513157894737,1,0,3,2,0,1,2.5,3.4,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,70,72,73,68,69,71,60,70,70,77,76,74,72,77,73,65,74,77,82,80,77,Win,1729,1729,2012/2013,25,2/2/2013 0:00,9798,8472,Reading,REA,Sunderland,SUN
4814,E0,2/9/2013 0:00,Sunderland,Arsenal,A,7,9,11,2,0.5875364510206286,0.8832992102954081,1.4711904065516237,0.7387406847391728,-1,1229381,67,62,44,72,59,47,53,60,10.24342105263158,10.591836734693878,21.082236842105264,25,32,41,34,30,57,57,52,13.93092105263158,14.163879598662207,21.082236842105264,0,2,2,2,0,2,4.5,3.6,1.91,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,76,74,77,72,71,80,72,65,73,82,77,80,65,83,81,79,81,82,81,77,84,80,Defeat,1729,1729,2012/2013,26,2/9/2013 0:00,8472,9825,Sunderland,SUN,Arsenal,ARS
4821,E0,2/23/2013 0:00,Arsenal,Aston Villa,H,14,3,12,3,1.429960038881089,0.739982451,0.9973676513600468,1.0821903013284373,1,1229385,25,32,41,34,30,57,57,52,13.93092105263158,14.163879598662207,18.93092105263158,67,58,44,60,56,43,50,52,10.4375,10.75593220338983,18.93092105263158,5,-1,3,1,2,0,1.33,5.5,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80,70,80,82,79,77,82,81,84,82,80,76,71,70,74,65,71,68,76,71,73,73,Win,1729,1729,2012/2013,27,2/23/2013 0:00,9825,10252,Arsenal,ARS,Aston Villa,AVL
4831,E0,3/2/2013 0:00,Everton,Reading,H,12,6,9,10,1.0389890916945674,0.9534951740274936,0.1901140684410646,0.2332865320228966,1,1229398,56,56,48,57,56,50,50,60,12.289473684210526,12.370860927152318,21.789473684210527,49,49,46,58,56,49,51,45,8.815789474,9.054054054054054,21.789473684210527,-2,-2,1,2,0,1,1.38,5,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69,71,80,77,82,76,77,78,80,80,77,69,71,72,72,68,70,69,65,69,73,68,Win,1729,1729,2012/2013,28,3/2/2013 0:00,8668,9798,Everton,EVE,Reading,REA
4835,E0,3/2/2013 0:00,Sunderland,Fulham,D,6,4,7,3,0.5875364510206286,0.8832992102954081,0.6463878326996199,0.859704072,0,1229403,67,62,44,72,59,47,53,60,10.24342105263158,10.591836734693878,16.67105263157895,48,45,38,62,54,38,38,62,11.057017543859647,11.154867256637168,16.67105263157895,-2,0,1,2,1,1,2.4,3.3,3.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,76,74,75,72,73,82,67,77,79,77,76,79,75,73,81,75,77,76,70,75,82,82,Draw,1729,1729,2012/2013,28,3/2/2013 0:00,8472,9879,Sunderland,SUN,Fulham,FUL
4842,E0,3/9/2013 0:00,Reading,Aston Villa,A,4,7,6,1,0.1533642942002376,0.2281368821292776,0.9973676513600468,1.0821903013284373,-1,1229415,49,49,46,58,56,49,51,45,8.815789474,9.054054054054054,18.93092105263158,67,58,44,60,56,43,50,52,10.4375,10.75593220338983,18.93092105263158,-5,-2,1,1,0,1,2.45,3.4,3.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69,71,72,72,68,68,69,65,69,68,73,76,71,78,74,70,67,68,73,71,75,73,Defeat,1729,1729,2012/2013,29,3/9/2013 0:00,9798,10252,Reading,REA,Aston Villa,AVL
4849,E0,3/16/2013 0:00,Southampton,Liverpool,H,12,6,7,5,0.5680959066853872,0.5527932143901726,1.3073998245100908,0.797062318,1,1229422,47,52,54,56,60,48,52,44,11.921052631578949,12,19.44407894736842,60,60,48,73,53,50,48,62,14.88157894736842,14.930693069306932,19.44407894736842,-1,8,1,3,0,1,4.2,3.8,1.91,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,74,71,71,69,76,73,74,78,77,75,70,79,82,83,79,83,77,77,77,81,86,Win,1729,1729,2012/2013,30,3/16/2013 0:00,8466,8650,Southampton,SOU,Liverpool,LIV
4856,E0,3/30/2013 0:00,Arsenal,Reading,H,14,2,11,3,1.429960038881089,0.739982451,0.1901140684410646,0.2332865320228966,1,1229430,25,32,41,34,30,57,57,52,13.93092105263158,14.163879598662207,21.789473684210527,49,49,46,58,56,49,51,45,8.815789474,9.054054054054054,21.789473684210527,4,-8,4,0,1,0,1.25,6.5,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,76,82,80,80,79,77,82,80,80,84,80,69,71,72,72,71,71,69,68,74,69,74,Win,1729,1729,2012/2013,31,3/30/2013 0:00,9825,9798,Arsenal,ARS,Reading,REA
4859,E0,3/30/2013 0:00,Southampton,Chelsea,H,8,4,7,7,0.5680959066853872,0.5527932143901726,1.389295115530857,0.6199373582460309,1,1229435,47,52,54,56,60,48,52,44,11.921052631578949,12,19.730263157894736,60,45,55,45,45,60,62,46,15.513157894736842,15.61589404,19.730263157894736,1,3,2,3,0,0,3.5,3.5,2.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75,74,72,71,70,76,73,72,73,75,74,84,76,82,83,74,81,80,82,76,78,82,Win,1729,1729,2012/2013,31,3/30/2013 0:00,8466,8455,Southampton,SOU,Chelsea,CHE
4864,E0,3/31/2013 0:00,Aston Villa,Liverpool,A,7,12,7,8,0.8143428015984447,0.9973676513600468,1.3073998245100908,0.797062318,-1,1229431,67,58,44,60,56,43,50,52,10.4375,10.75593220338983,19.44407894736842,60,60,48,73,53,50,48,62,14.88157894736842,14.930693069306932,19.44407894736842,1,6,3,3,1,1,5,4,1.75,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,77,73,78,70,65,68,69,72,71,76,73,83,79,76,83,79,83,81,74,77,86,77,Defeat,1729,1729,2012/2013,31,3/31/2013 0:00,10252,8650,Aston Villa,AVL,Liverpool,LIV
4867,E0,4/6/2013 0:00,Reading,Southampton,A,3,4,8,4,0.1533642942002376,0.2281368821292776,0.5001462415911085,0.5400151204233719,-1,1229446,49,49,46,58,56,49,51,45,8.815789474,9.054054054054054,20.098684210526315,47,52,54,56,60,48,52,44,11.921052631578949,12,20.098684210526315,-10,0,0,2,0,1,3.3,3.6,2.25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,70,69,72,71,65,71,68,74,69,73,75,74,72,71,70,76,73,72,78,75,74,Defeat,1729,1729,2012/2013,32,4/6/2013 0:00,9798,8466,Reading,REA,Southampton,SOU
4870,E0,4/7/2013 0:00,Chelsea,Sunderland,H,7,3,8,5,1.404039313100767,0.6931851418543434,0.6405381690552794,0.9158656442380386,1,1229440,60,45,55,45,45,60,62,46,15.513157894736842,15.61589404,16.61513157894737,67,62,44,72,59,47,53,60,10.24342105263158,10.591836734693878,16.61513157894737,3,-4,3,0,3,0,1.36,5,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,84,76,82,79,74,81,80,82,86,85,82,78,73,75,70,71,76,74,65,79,82,69,Win,1729,1729,2012/2013,32,4/7/2013 0:00,8455,8472,Chelsea,CHE,Sunderland,SUN
4877,E0,4/13/2013 0:00,Aston Villa,Fulham,D,7,3,8,5,0.8143428015984447,0.9973676513600468,0.6463878326996199,0.859704072,0,1229452,67,58,44,60,56,43,50,52,10.4375,10.75593220338983,16.67105263157895,48,45,38,62,54,38,38,62,11.057017543859647,11.154867256637168,16.67105263157895,2,2,3,3,1,1,2.3,3.3,3.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,77,73,78,70,65,69,71,71,59,76,76,79,76,81,73,75,78,70,71,77,82,82,Draw,1729,1729,2012/2013,33,4/13/2013 0:00,10252,9879,Aston Villa,AVL,Fulham,FUL
4879,E0,4/13/2013 0:00,Reading,Liverpool,D,5,15,4,9,0.1533642942002376,0.2281368821292776,1.3073998245100908,0.797062318,0,1229457,49,49,46,58,56,49,51,45,8.815789474,9.054054054054054,19.44407894736842,60,60,48,73,53,50,48,62,14.88157894736842,14.930693069306932,19.44407894736842,-9,4,0,3,0,1,8,4.75,1.45,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,70,69,72,71,70,71,74,69,68,74,83,79,76,83,79,83,81,74,81,86,77,Draw,1729,1729,2012/2013,33,4/13/2013 0:00,9798,8650,Reading,REA,Liverpool,LIV
4883,E0,4/16/2013 0:00,Arsenal,Everton,D,6,5,8,1,1.429960038881089,0.739982451,0.9564200058496636,0.8964250999027973,0,1229407,25,32,41,34,30,57,57,52,13.93092105263158,14.163879598662207,19.11842105263158,56,56,48,57,56,50,50,60,12.289473684210526,12.370860927152318,19.11842105263158,7,7,4,4,2,0,1.75,3.9,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80,82,80,80,78,77,82,83,81,80,84,81,71,80,77,82,80,77,71,80,80,72,Draw,1729,1729,2012/2013,29,4/16/2013 0:00,9825,8668,Arsenal,ARS,Everton,EVE
4884,E0,4/17/2013 0:00,Fulham,Chelsea,A,7,10,6,5,0.7538611081110271,0.8745247148288974,1.389295115530857,0.6199373582460309,-1,1229408,48,45,38,62,54,38,38,62,11.057017543859647,11.154867256637168,19.730263157894736,60,45,55,45,45,60,62,46,15.513157894736842,15.61589404,19.730263157894736,1,1,2,3,0,0,4.75,3.8,1.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,79,76,73,81,75,82,70,71,78,79,82,84,83,79,83,74,81,81,85,86,76,82,Defeat,1729,1729,2012/2013,29,4/17/2013 0:00,9879,8455,Fulham,FUL,Chelsea,CHE
4887,E0,4/20/2013 0:00,Fulham,Arsenal,A,5,7,7,3,0.7538611081110271,0.8745247148288974,1.4711904065516237,0.7387406847391728,-1,1229461,48,45,38,62,54,38,38,62,11.057017543859647,11.154867256637168,21.082236842105264,25,32,41,34,30,57,57,52,13.93092105263158,14.163879598662207,21.082236842105264,-2,8,2,4,1,0,5,4,1.75,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,79,69,73,81,75,80,76,71,72,82,82,80,82,80,80,79,80,82,77,81,80,84,Defeat,1729,1729,2012/2013,34,4/20/2013 0:00,9879,9825,Fulham,FUL,Arsenal,ARS
4890,E0,4/20/2013 0:00,Sunderland,Everton,H,4,5,3,10,0.5875364510206286,0.8832992102954081,0.9564200058496636,0.8964250999027973,1,1229466,67,62,44,72,59,47,53,60,10.24342105263158,10.591836734693878,19.11842105263158,56,56,48,57,56,50,50,60,12.289473684210526,12.370860927152318,19.11842105263158,-1,5,1,3,0,2,3.4,3.4,2.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,78,71,74,75,71,79,65,74,74,81,75,81,71,78,77,82,80,77,80,80,78,72,Win,1729,1729,2012/2013,34,4/20/2013 0:00,8472,8668,Sunderland,SUN,Everton,EVE
4894,E0,4/21/2013 0:00,Liverpool,Chelsea,D,12,6,8,5,1.2333945350469817,0.6902603100321731,1.389295115530857,0.6199373582460309,0,1229462,60,60,48,73,53,50,48,62,14.88157894736842,14.930693069306932,19.730263157894736,60,45,55,45,45,60,62,46,15.513157894736842,15.61589404,19.730263157894736,0,6,2,4,2,0,2.15,3.6,3.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,83,79,77,83,79,83,81,78,74,77,86,84,77,83,79,74,81,80,85,86,82,82,Draw,1729,1729,2012/2013,34,4/21/2013 0:00,8650,8455,Liverpool,LIV,Chelsea,CHE
4897,E0,4/27/2013 0:00,Everton,Fulham,H,10,2,7,2,1.0389890916945674,0.9534951740274936,0.6463878326996199,0.859704072,1,1229475,56,56,48,57,56,50,50,60,12.289473684210526,12.370860927152318,16.67105263157895,48,45,38,62,54,38,38,62,11.057017543859647,11.154867256637168,16.67105263157895,2,-4,2,1,2,0,1.5,4.5,7.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,81,71,80,77,82,80,78,80,80,77,72,79,69,73,81,75,72,70,71,80,82,82,Win,1729,1729,2012/2013,35,4/27/2013 0:00,8668,9879,Everton,EVE,Fulham,FUL
4906,E0,4/29/2013 0:00,Aston Villa,Sunderland,H,15,4,4,4,0.8143428015984447,0.9973676513600468,0.6405381690552794,0.9158656442380386,1,1229472,67,58,44,60,56,43,50,52,10.4375,10.75593220338983,16.61513157894737,67,62,44,72,59,47,53,60,10.24342105263158,10.591836734693878,16.61513157894737,-1,2,2,2,1,0,2.3,3.4,3.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,77,73,78,70,65,69,71,68,72,76,72,78,73,75,74,72,74,65,74,79,81,75,Win,1729,1729,2012/2013,35,4/29/2013 0:00,10252,8472,Aston Villa,AVL,Sunderland,SUN
4907,E0,5/4/2013 0:00,Fulham,Reading,A,13,13,3,3,0.7538611081110271,0.8745247148288974,0.1901140684410646,0.2332865320228966,-1,1229482,48,45,38,62,54,38,38,62,11.057017543859647,11.154867256637168,21.789473684210527,49,49,46,58,56,49,51,45,8.815789474,9.054054054054054,21.789473684210527,-6,-6,0,0,0,0,1.73,3.9,5.25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,79,76,73,81,75,77,70,71,80,82,82,72,71,69,72,70,74,71,70,68,69,74,Defeat,1729,1729,2012/2013,36,5/4/2013 0:00,9879,9798,Fulham,FUL,Reading,REA
4914,E0,5/5/2013 0:00,Liverpool,Everton,D,8,4,3,5,1.2333945350469817,0.6902603100321731,0.9564200058496636,0.8964250999027973,0,1229483,60,60,48,73,53,50,48,62,14.88157894736842,14.930693069306932,19.11842105263158,56,56,48,57,56,50,50,60,12.289473684210526,12.370860927152318,19.11842105263158,7,2,2,2,2,0,1.95,3.6,4.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,83,79,77,83,79,83,81,78,78,74,80,81,71,80,77,82,80,78,77,80,80,72,Draw,1729,1729,2012/2013,36,5/5/2013 0:00,8650,8668,Liverpool,LIV,Everton,EVE
4920,E0,5/11/2013 0:00,Aston Villa,Chelsea,A,7,8,6,7,0.8143428015984447,0.9973676513600468,1.389295115530857,0.6199373582460309,-1,1229494,67,58,44,60,56,43,50,52,10.4375,10.75593220338983,19.730263157894736,60,45,55,45,45,60,62,46,15.513157894736842,15.61589404,19.730263157894736,5,6,3,3,1,2,4.5,3.8,1.85,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,77,69,78,70,65,68,70,71,72,77,72,84,77,79,83,84,81,81,76,86,85,82,Defeat,1729,1729,2012/2013,37,5/11/2013 0:00,10252,8455,Aston Villa,AVL,Chelsea,CHE
4922,E0,5/12/2013 0:00,Fulham,Liverpool,A,8,14,7,8,0.7538611081110271,0.8745247148288974,1.3073998245100908,0.797062318,-1,1229496,48,45,38,62,54,38,38,62,11.057017543859647,11.154867256637168,19.44407894736842,60,60,48,73,53,50,48,62,14.88157894736842,14.930693069306932,19.44407894736842,-7,6,0,1,2,1,3.9,3.6,2.05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,79,76,73,81,74,77,70,71,72,82,82,83,69,71,77,79,74,81,74,78,80,78,Defeat,1729,1729,2012/2013,37,5/12/2013 0:00,9879,8650,Fulham,FUL,Liverpool,LIV
4927,E0,5/12/2013 0:00,Sunderland,Southampton,D,5,10,3,10,0.5875364510206286,0.8832992102954081,0.5001462415911085,0.5400151204233719,0,1229502,67,62,44,72,59,47,53,60,10.24342105263158,10.591836734693878,20.098684210526315,47,52,54,56,60,48,52,44,11.921052631578949,12,20.098684210526315,-2,-2,2,1,1,0,2.8,3.2,2.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,78,73,75,74,72,74,65,71,74,79,74,75,75,72,70,70,73,73,75,76,77,75,Draw,1729,1729,2012/2013,37,5/12/2013 0:00,8472,8466,Sunderland,SUN,Southampton,SOU
4930,E0,5/19/2013 0:00,Chelsea,Everton,H,10,9,7,4,1.404039313100767,0.6931851418543434,0.9564200058496636,0.8964250999027973,1,1228307,60,45,55,45,45,60,62,46,15.513157894736842,15.61589404,19.11842105263158,56,56,48,57,56,50,50,60,12.289473684210526,12.370860927152318,19.11842105263158,4,2,3,2,2,1,1.7,4,5.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,84,83,80,80,84,81,61,86,82,82,82,81,72,80,77,82,80,80,76,80,72,72,Win,1729,1729,2012/2013,38,5/19/2013 0:00,8455,8668,Chelsea,CHE,Everton,EVE
4940,E0,8/17/2013 0:00,Arsenal,Aston Villa,A,4,4,4,3,1.429960038881089,0.739982451,0.9973676513600468,1.0821903013284373,-1,1474058,25,32,41,34,30,57,57,52,13.93092105263158,14.163879598662207,18.93092105263158,67,58,44,60,56,43,50,52,10.4375,10.75593220338983,18.93092105263158,6,2,4,2,2,0,1.44,4.75,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80,80,81,80,78,82,77,81,80,77,80,77,73,78,71,71,74,71,70,72,77,73,Defeat,1729,1729,2013/2014,1,8/17/2013 0:00,9825,10252,Arsenal,ARS,Aston Villa,AVL
4943,E0,8/17/2013 0:00,Sunderland,Fulham,A,3,1,6,1,0.5875364510206286,0.8832992102954081,0.6463878326996199,0.859704072,-1,1474077,67,62,44,72,59,47,53,60,10.24342105263158,10.591836734693878,16.67105263157895,48,45,38,62,54,38,38,62,11.057017543859647,11.154867256637168,16.67105263157895,-5,-3,1,1,1,1,2.3,3.4,3.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,65,74,75,71,79,65,74,77,76,81,79,76,81,73,74,77,75,75,79,82,73,Defeat,1729,1729,2013/2014,1,8/17/2013 0:00,8472,9879,Sunderland,SUN,Fulham,FUL
4950,E0,8/21/2013 0:00,Chelsea,Aston Villa,H,3,3,1,2,1.404039313100767,0.6931851418543434,0.9973676513600468,1.0821903013284373,1,1474157,60,45,55,45,45,60,62,46,15.513157894736842,15.61589404,18.93092105263158,67,58,44,60,56,43,50,52,10.4375,10.75593220338983,18.93092105263158,5,7,4,3,3,0,1.29,5.5,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,84,83,83,80,84,81,81,86,82,85,82,77,73,74,78,71,74,70,71,72,77,73,Win,1729,1729,2013/2014,3,8/21/2013 0:00,8455,10252,Chelsea,CHE,Aston Villa,AVL
4951,E0,8/24/2013 0:00,Aston Villa,Liverpool,A,3,1,8,2,0.8143428015984447,0.9973676513600468,1.3073998245100908,0.797062318,-1,1474125,67,58,44,60,56,43,50,52,10.4375,10.75593220338983,19.44407894736842,60,60,48,73,53,50,48,62,14.88157894736842,14.930693069306932,19.44407894736842,1,10,2,4,1,1,4,3.75,1.95,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,77,73,78,73,71,69,70,71,72,77,73,78,79,80,83,79,83,81,74,76,78,80,Defeat,1729,1729,2013/2014,2,8/24/2013 0:00,10252,8650,Aston Villa,AVL,Liverpool,LIV
4953,E0,8/24/2013 0:00,Fulham,Arsenal,A,7,7,1,8,0.7538611081110271,0.8745247148288974,1.4711904065516237,0.7387406847391728,-1,1474128,48,45,38,62,54,38,38,62,11.057017543859647,11.154867256637168,21.082236842105264,25,32,41,34,30,57,57,52,13.93092105263158,14.163879598662207,21.082236842105264,-1,3,2,3,1,1,3.8,3.5,2.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,73,76,73,81,75,80,75,77,73,79,82,80,70,80,80,78,80,77,81,85,81,80,Defeat,1729,1729,2013/2014,2,8/24/2013 0:00,9879,9825,Fulham,FUL,Arsenal,ARS
4956,E0,8/24/2013 0:00,Southampton,Sunderland,D,6,3,5,2,0.5680959066853872,0.5527932143901726,0.6405381690552794,0.9158656442380386,0,1474138,47,52,54,56,60,48,52,44,11.921052631578949,12,16.61513157894737,67,62,44,72,59,47,53,60,10.24342105263158,10.591836734693878,16.61513157894737,-3,-7,1,0,0,1,1.73,3.8,5.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75,60,72,78,70,76,76,68,77,70,75,74,65,75,76,71,77,74,74,79,81,76,Draw,1729,1729,2013/2014,2,8/24/2013 0:00,8466,8472,Southampton,SOU,Sunderland,SUN
