HH,Div,Date,HomeTeam,AwayTeam,FTR,HST,AST,HC,AC,HAS,HDS,AAS,ADS,Result,match_api_id,home_team_buildUpPlaySpeed,home_team_buildUpPlayPassing,home_team_chanceCreationPassing,home_team_chanceCreationCrossing,home_team_chanceCreationShooting,home_team_defencePressure,home_team_defenceAggression,home_team_defenceTeamWidth,home_team_avg_shots,home_team_avg_corners,home_team_avg_crosses,away_team_buildUpPlaySpeed,away_team_buildUpPlayPassing,away_team_chanceCreationPassing,away_team_chanceCreationCrossing,away_team_chanceCreationShooting,away_team_defencePressure,away_team_defenceAggression,away_team_defenceTeamWidth,away_team_avg_shots,away_team_avg_corners,away_team_avg_crosses,home_team_goals_difference,away_team_goals_difference,games_won_home_team,games_won_away_team,games_against_won,games_against_lost,B365H,B365D,B365A,League_1729.0,League_4769.0,League_7809.0,League_10257.0,League_13274.0,League_19694.0,League_21518.0,home_player_1_overall_rating,home_player_2_overall_rating,home_player_3_overall_rating,home_player_4_overall_rating,home_player_5_overall_rating,home_player_6_overall_rating,home_player_7_overall_rating,home_player_8_overall_rating,home_player_9_overall_rating,home_player_10_overall_rating,home_player_11_overall_rating,away_player_1_overall_rating,away_player_2_overall_rating,away_player_3_overall_rating,away_player_4_overall_rating,away_player_5_overall_rating,away_player_6_overall_rating,away_player_7_overall_rating,away_player_8_overall_rating,away_player_9_overall_rating,away_player_10_overall_rating,away_player_11_overall_rating,outcome,country_id,league_id,season,stage,date,home_team_api_id,away_team_api_id,home_team_long_name,home_team_short_name,away_team_long_name,away_team_short_name
3762,E0,4/17/2010 0:00,Sunderland,Burnley,H,11,4,3,3,0.5875364510206286,0.8832992102954081,0.090669786,0.1814450804622529,1,659161,60,70,70,70,55,35,70,35,10.24342105263158,10.591836734693878,15.092105263157896,70,65,70,70,70,65,70,70,9.776315789473683,9.906666666666666,15.092105263157896,0,0,2,1,0,1,1.62,3.75,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,76,77,77,76,76,74,66,73,74,81,78,76,74,69,70,71,74,64,72,74,75,77,Win,1729,1729,2009/2010,35,4/17/2010 0:00,8472,8191,Sunderland,SUN,Burnley,BUR
3764,E0,4/18/2010 0:00,Portsmouth,Aston Villa,A,12,9,7,6,0.3974511286316017,0.4650482597250658,0.9973676513600468,1.0821903013284373,-1,659163,70,70,70,70,55,40,70,40,11.486842105263158,11.486842105263158,18.93092105263158,70,59,65,70,50,30,70,30,10.4375,10.75593220338983,18.93092105263158,-6,-5,1,1,0,2,5.5,3.75,1.67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,79,72,72,71,56,75,73,74,78,73,77,82,78,80,78,79,84,82,81,81,81,83,Defeat,1729,1729,2009/2010,35,4/18/2010 0:00,8462,10252,Portsmouth,POR,Aston Villa,AVL
3775,E0,4/25/2010 0:00,Burnley,Liverpool,A,6,10,4,5,0.084242359,0.1491664229306815,1.3073998245100908,0.797062318,-1,659175,70,65,70,70,70,65,70,70,9.776315789473683,9.906666666666666,19.44407894736842,50,35,50,60,70,40,60,40,14.88157894736842,14.930693069306932,19.44407894736842,-1,5,1,2,0,1,5.5,4,1.62,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,76,74,69,70,71,64,72,74,75,77,71,84,81,84,72,82,81,85,82,88,79,83,Defeat,1729,1729,2009/2010,36,4/25/2010 0:00,8191,8650,Burnley,BUR,Liverpool,LIV
3777,E0,4/25/2010 0:00,Everton,Fulham,H,9,6,9,3,1.0389890916945674,0.9534951740274936,0.6463878326996199,0.859704072,1,659169,60,65,60,70,45,40,70,40,12.289473684210526,12.370860927152318,16.67105263157895,60,70,70,70,50,40,35,40,11.057017543859647,11.154867256637168,16.67105263157895,3,-2,2,1,2,1,1.36,4.5,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,82,74,79,75,79,76,78,79,80,79,77,79,75,77,75,74,79,68,73,72,73,75,Win,1729,1729,2009/2010,36,4/25/2010 0:00,8668,9879,Everton,EVE,Fulham,FUL
3784,E0,5/2/2010 0:00,Liverpool,Chelsea,A,2,11,9,5,1.2333945350469817,0.6902603100321731,1.389295115530857,0.6199373582460309,-1,659368,50,35,50,60,70,40,60,40,14.88157894736842,14.930693069306932,19.730263157894736,70,60,56,70,70,30,60,35,15.513157894736842,15.61589404,19.730263157894736,10,14,3,4,2,1,4,3.8,1.83,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,84,85,78,84,82,88,78,82,81,80,83,85,79,82,87,84,87,85,82,81,87,85,Defeat,1729,1729,2009/2010,37,5/2/2010 0:00,8650,8455,Liverpool,LIV,Chelsea,CHE
3790,E0,5/9/2010 0:00,Arsenal,Fulham,H,11,2,5,2,1.429960038881089,0.739982451,0.6463878326996199,0.859704072,1,659375,66,30,30,45,35,30,40,50,13.93092105263158,14.163879598662207,16.67105263157895,60,70,70,70,50,40,35,40,11.057017543859647,11.154867256637168,16.67105263157895,-2,-1,1,1,1,1,1.2,7,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,76,83,77,76,83,78,79,81,83,85,85,79,75,75,77,74,79,72,73,68,75,73,Win,1729,1729,2009/2010,38,5/9/2010 0:00,9825,9879,Arsenal,ARS,Fulham,FUL
3795,E0,5/9/2010 0:00,Everton,Portsmouth,H,13,4,14,1,1.0389890916945674,0.9534951740274936,0.3158818367943843,0.4773733664542607,1,659370,60,65,60,70,45,40,70,40,12.289473684210526,12.370860927152318,17.16,70,70,70,70,55,40,70,40,11.486842105263158,11.486842105263158,17.16,2,1,2,1,1,2,1.29,5.5,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,82,74,79,75,79,76,77,79,80,73,83,69,75,67,72,72,71,74,71,78,75,77,Win,1729,1729,2009/2010,38,5/9/2010 0:00,8668,8462,Everton,EVE,Portsmouth,POR
3808,E0,8/15/2010 0:00,Liverpool,Arsenal,D,4,7,9,11,1.2333945350469817,0.6902603100321731,1.4711904065516237,0.7387406847391728,0,839801,50,35,50,60,70,40,60,40,14.88157894736842,14.930693069306932,21.082236842105264,66,30,30,45,35,30,40,50,13.93092105263158,14.163879598662207,21.082236842105264,5,1,2,1,0,2,2.5,3.25,2.88,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,84,81,81,84,82,88,85,78,83,83,78,78,83,81,70,83,78,83,79,73,85,82,Draw,1729,1729,2010/2011,1,8/15/2010 0:00,8650,9825,Liverpool,LIV,Arsenal,ARS
3810,E0,8/21/2010 0:00,Arsenal,Blackpool,H,16,1,8,2,1.429960038881089,0.739982451,0.073120796,0.08856248,1,839824,66,30,30,45,35,30,40,50,13.93092105263158,14.163879598662207,16.789473684210527,70,70,70,70,65,70,70,70,11.210526315789474,11.210526315789474,16.789473684210527,2,4,1,1,0,0,1.17,7,19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,78,83,81,81,83,79,73,81,83,85,82,63,68,66,65,64,74,65,69,69,65,71,Win,1729,1729,2010/2011,2,8/21/2010 0:00,9825,8483,Arsenal,ARS,Blackpool,BLA
3821,E0,8/28/2010 0:00,Blackpool,Fulham,D,5,7,4,5,0.064801814,0.1082187774202983,0.6463878326996199,0.859704072,0,839842,70,70,70,70,65,70,70,70,11.210526315789474,11.210526315789474,16.67105263157895,60,70,70,70,50,40,35,40,11.057017543859647,11.154867256637168,16.67105263157895,-2,-4,1,1,0,0,3.2,3.25,2.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63,68,66,65,64,74,69,65,65,65,70,67,75,78,83,70,75,76,76,79,78,76,Draw,1729,1729,2010/2011,3,8/28/2010 0:00,8483,9879,Blackpool,BLA,Fulham,FUL
3826,E0,8/29/2010 0:00,Aston Villa,Everton,H,6,9,4,16,0.8143428015984447,0.9973676513600468,0.9564200058496636,0.8964250999027973,1,839838,70,59,65,70,50,30,70,30,10.4375,10.75593220338983,19.11842105263158,60,65,60,70,45,40,70,40,12.289473684210526,12.370860927152318,19.11842105263158,-5,1,2,2,0,0,2.5,3.25,2.88,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,82,78,80,78,79,74,75,81,81,84,81,82,74,79,75,79,77,82,79,80,79,73,Win,1729,1729,2010/2011,3,8/29/2010 0:00,10252,8668,Aston Villa,AVL,Everton,EVE
3844,E0,9/18/2010 0:00,Sunderland,Arsenal,D,5,7,11,3,0.5875364510206286,0.8832992102954081,1.4711904065516237,0.7387406847391728,0,839855,60,70,70,70,55,35,70,35,10.24342105263158,10.591836734693878,21.082236842105264,66,30,30,45,35,30,40,50,13.93092105263158,14.163879598662207,21.082236842105264,-1,14,1,4,1,1,5.5,3.7,1.67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,78,73,72,72,72,74,72,74,69,82,77,82,81,76,81,82,75,84,86,86,82,Draw,1729,1729,2010/2011,5,9/18/2010 0:00,8472,9825,Sunderland,SUN,Arsenal,ARS
3847,E0,9/19/2010 0:00,Chelsea,Blackpool,H,15,4,9,6,1.404039313100767,0.6931851418543434,0.073120796,0.08856248,1,839863,70,60,56,70,70,30,60,35,15.513157894736842,15.61589404,16.789473684210527,70,70,70,70,65,70,70,70,11.210526315789474,11.210526315789474,16.789473684210527,24,0,5,2,0,0,1.1,9,26,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,84,76,83,82,83,85,82,79,80,88,84,67,66,72,64,68,72,70,74,70,71,68,Win,1729,1729,2010/2011,5,9/19/2010 0:00,8455,8483,Chelsea,CHE,Blackpool,BLA
3853,E0,9/25/2010 0:00,Fulham,Everton,D,2,7,4,5,0.7538611081110271,0.8745247148288974,0.9564200058496636,0.8964250999027973,0,839870,60,70,70,70,50,40,35,40,11.057017543859647,11.154867256637168,19.11842105263158,60,65,60,70,45,40,70,40,12.289473684210526,12.370860927152318,19.11842105263158,1,-3,1,0,1,2,2.75,3.2,2.63,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80,71,76,82,75,79,77,75,75,76,80,82,73,80,76,78,78,81,82,79,80,77,Draw,1729,1729,2010/2011,6,9/25/2010 0:00,9879,8668,Fulham,FUL,Everton,EVE
3854,E0,9/25/2010 0:00,Liverpool,Sunderland,D,5,1,3,3,1.2333945350469817,0.6902603100321731,0.6405381690552794,0.9158656442380386,0,839865,50,35,50,60,70,40,60,40,14.88157894736842,14.930693069306932,16.61513157894737,60,70,70,70,55,35,70,35,10.24342105263158,10.591836734693878,16.61513157894737,-3,0,1,1,2,1,1.44,4.33,7.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,85,80,80,82,75,80,86,77,80,81,86,70,78,75,73,72,72,72,76,74,69,82,Draw,1729,1729,2010/2011,6,9/25/2010 0:00,8650,8472,Liverpool,LIV,Sunderland,SUN
3867,E0,10/3/2010 0:00,Chelsea,Arsenal,H,6,5,10,10,1.404039313100767,0.6931851418543434,1.4711904065516237,0.7387406847391728,1,839883,70,60,56,70,70,30,60,35,15.513157894736842,15.61589404,21.082236842105264,66,30,30,45,35,30,40,50,13.93092105263158,14.163879598662207,21.082236842105264,13,9,4,3,3,0,1.73,3.6,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,84,82,83,86,83,82,85,79,84,88,85,73,82,76,81,81,82,79,86,84,75,82,Win,1729,1729,2010/2011,7,10/3/2010 0:00,8455,9825,Chelsea,CHE,Arsenal,ARS
3868,E0,10/3/2010 0:00,Liverpool,Blackpool,A,10,7,5,2,1.2333945350469817,0.6902603100321731,0.073120796,0.08856248,-1,839874,50,35,50,60,70,40,60,40,14.88157894736842,14.930693069306932,16.789473684210527,70,70,70,70,65,70,70,70,11.210526315789474,11.210526315789474,16.789473684210527,-3,-9,1,1,0,0,1.33,5,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,85,80,80,82,79,86,77,81,80,80,86,67,66,72,66,68,70,70,74,68,68,71,Defeat,1729,1729,2010/2011,7,10/3/2010 0:00,8650,8483,Liverpool,LIV,Blackpool,BLA
3871,E0,10/16/2010 0:00,Aston Villa,Chelsea,D,5,6,9,5,0.8143428015984447,0.9973676513600468,1.389295115530857,0.6199373582460309,0,839886,70,59,65,70,50,30,70,30,10.4375,10.75593220338983,19.730263157894736,70,60,56,70,70,30,60,35,15.513157894736842,15.61589404,19.730263157894736,0,9,2,4,1,2,5,3.6,1.73,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,82,74,80,78,78,80,76,80,83,80,80,84,76,82,86,83,85,82,79,73,85,84,Draw,1729,1729,2010/2011,8,10/16/2010 0:00,10252,8455,Aston Villa,AVL,Chelsea,CHE
3878,E0,10/17/2010 0:00,Everton,Liverpool,H,6,9,8,7,1.0389890916945674,0.9534951740274936,1.3073998245100908,0.797062318,1,839887,60,65,60,70,45,40,70,40,12.289473684210526,12.370860927152318,19.44407894736842,50,35,50,60,70,40,60,40,14.88157894736842,14.930693069306932,19.44407894736842,0,-1,1,1,0,2,2.4,3.25,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,82,78,80,76,78,73,80,82,76,80,77,85,82,80,79,75,79,78,80,80,86,86,Win,1729,1729,2010/2011,8,10/17/2010 0:00,8668,8650,Everton,EVE,Liverpool,LIV
3882,E0,10/23/2010 0:00,Sunderland,Aston Villa,H,6,7,4,11,0.5875364510206286,0.8832992102954081,0.9973676513600468,1.0821903013284373,1,839895,60,70,70,70,55,35,70,35,10.24342105263158,10.591836734693878,18.93092105263158,70,59,65,70,50,30,70,30,10.4375,10.75593220338983,18.93092105263158,0,-1,0,1,0,2,2.4,3.25,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,78,75,73,72,76,72,72,74,69,82,82,74,80,78,78,83,76,80,80,80,76,Win,1729,1729,2010/2011,9,10/23/2010 0:00,8472,10252,Sunderland,SUN,Aston Villa,AVL
3902,E0,11/6/2010 0:00,Blackpool,Everton,D,8,14,3,7,0.064801814,0.1082187774202983,0.9564200058496636,0.8964250999027973,0,839923,70,70,70,70,65,70,70,70,11.210526315789474,11.210526315789474,19.11842105263158,60,65,60,70,45,40,70,40,12.289473684210526,12.370860927152318,19.11842105263158,-7,5,1,3,0,0,4.5,3.6,1.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,66,66,72,68,65,74,70,68,68,71,82,78,80,76,78,73,82,80,79,80,77,Draw,1729,1729,2010/2011,11,11/6/2010 0:00,8483,8668,Blackpool,BLA,Everton,EVE
3904,E0,11/6/2010 0:00,Fulham,Aston Villa,D,10,8,3,3,0.7538611081110271,0.8745247148288974,0.9973676513600468,1.0821903013284373,0,839919,60,70,70,70,50,40,35,40,11.057017543859647,11.154867256637168,18.93092105263158,70,59,65,70,50,30,70,30,10.4375,10.75593220338983,18.93092105263158,0,-1,1,1,1,2,2.2,3.25,3.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80,75,76,82,75,75,77,73,76,80,77,82,77,80,78,78,71,80,76,83,76,76,Draw,1729,1729,2010/2011,11,11/6/2010 0:00,9879,10252,Fulham,FUL,Aston Villa,AVL
3908,E0,11/7/2010 0:00,Liverpool,Chelsea,H,7,7,2,5,1.2333945350469817,0.6902603100321731,1.389295115530857,0.6199373582460309,1,839916,50,35,50,60,70,40,60,40,14.88157894736842,14.930693069306932,19.730263157894736,70,60,56,70,70,30,60,35,15.513157894736842,15.61589404,19.730263157894736,-1,4,2,3,1,2,3.8,3.4,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,85,70,82,80,75,80,78,81,86,79,86,84,82,83,86,83,79,82,81,80,85,84,Win,1729,1729,2010/2011,11,11/7/2010 0:00,8650,8455,Liverpool,LIV,Chelsea,CHE
3913,E0,11/10/2010 0:00,Chelsea,Fulham,H,10,3,4,4,1.404039313100767,0.6931851418543434,0.6463878326996199,0.859704072,1,839933,70,60,56,70,70,30,60,35,15.513157894736842,15.61589404,16.67105263157895,60,70,70,70,50,40,35,40,11.057017543859647,11.154867256637168,16.67105263157895,3,0,3,1,3,0,1.2,6.5,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,84,81,82,86,83,85,82,81,80,88,84,80,71,82,76,59,75,77,75,79,77,80,Win,1729,1729,2010/2011,12,11/10/2010 0:00,8455,9879,Chelsea,CHE,Fulham,FUL
3928,E0,11/14/2010 0:00,Chelsea,Sunderland,A,7,9,6,3,1.404039313100767,0.6931851418543434,0.6405381690552794,0.9158656442380386,-1,839943,70,60,56,70,70,30,60,35,15.513157894736842,15.61589404,16.61513157894737,60,70,70,70,55,35,70,35,10.24342105263158,10.591836734693878,16.61513157894737,2,-1,3,2,3,0,1.22,5.75,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,84,81,76,82,83,79,82,81,84,88,85,78,78,75,73,72,72,72,76,72,69,75,Defeat,1729,1729,2010/2011,13,11/14/2010 0:00,8455,8472,Chelsea,CHE,Sunderland,SUN
3929,E0,11/14/2010 0:00,Everton,Arsenal,A,7,8,9,2,1.0389890916945674,0.9534951740274936,1.4711904065516237,0.7387406847391728,-1,839937,60,65,60,70,45,40,70,40,12.289473684210526,12.370860927152318,21.082236842105264,66,30,30,45,35,30,40,50,13.93092105263158,14.163879598662207,21.082236842105264,3,6,2,4,0,1,3.4,3.3,2.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,82,78,76,80,78,73,80,82,79,80,80,73,82,78,81,81,82,75,86,86,84,82,Defeat,1729,1729,2010/2011,13,11/14/2010 0:00,8668,9825,Everton,EVE,Arsenal,ARS
3939,E0,11/22/2010 0:00,Sunderland,Everton,D,8,8,4,4,0.5875364510206286,0.8832992102954081,0.9564200058496636,0.8964250999027973,0,839947,60,70,70,70,55,35,70,35,10.24342105263158,10.591836734693878,19.11842105263158,60,65,60,70,45,40,70,40,12.289473684210526,12.370860927152318,19.11842105263158,2,0,3,1,0,2,2.6,3.2,2.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,78,78,75,72,72,72,72,76,72,69,82,82,78,76,80,78,73,80,82,79,80,80,Draw,1729,1729,2010/2011,14,11/22/2010 0:00,8472,8668,Sunderland,SUN,Everton,EVE
3940,E0,11/27/2010 0:00,Aston Villa,Arsenal,A,4,10,3,8,0.8143428015984447,0.9973676513600468,1.4711904065516237,0.7387406847391728,-1,839957,70,59,65,70,50,30,70,30,10.4375,10.75593220338983,21.082236842105264,66,30,30,45,35,30,40,50,13.93092105263158,14.163879598662207,21.082236842105264,-3,2,0,3,0,1,3.4,3.3,2.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,82,77,80,78,78,80,71,71,83,75,80,73,82,76,81,81,75,82,84,82,86,82,Defeat,1729,1729,2010/2011,15,11/27/2010 0:00,10252,9825,Aston Villa,AVL,Arsenal,ARS
3950,E0,12/4/2010 0:00,Arsenal,Fulham,H,9,7,3,7,1.429960038881089,0.739982451,0.6463878326996199,0.859704072,1,839964,66,30,30,45,35,30,40,50,13.93092105263158,14.163879598662207,16.67105263157895,60,70,70,70,50,40,35,40,11.057017543859647,11.154867256637168,16.67105263157895,3,-4,3,0,2,0,1.29,5.25,12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,73,82,76,81,81,84,75,82,82,86,82,80,77,82,76,59,75,77,75,80,76,73,Win,1729,1729,2010/2011,16,12/4/2010 0:00,9825,9879,Arsenal,ARS,Fulham,FUL
3953,E0,12/4/2010 0:00,Chelsea,Everton,D,5,7,7,2,1.404039313100767,0.6931851418543434,0.9564200058496636,0.8964250999027973,0,839973,70,60,56,70,70,30,60,35,15.513157894736842,15.61589404,19.11842105263158,60,65,60,70,45,40,70,40,12.289473684210526,12.370860927152318,19.11842105263158,-5,-4,1,0,0,1,1.36,4.75,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,84,81,82,86,83,85,82,84,80,88,85,82,78,80,76,78,73,81,77,79,80,80,Draw,1729,1729,2010/2011,16,12/4/2010 0:00,8455,8668,Chelsea,CHE,Everton,EVE
3958,E0,12/6/2010 0:00,Liverpool,Aston Villa,H,7,2,4,3,1.2333945350469817,0.6902603100321731,0.9973676513600468,1.0821903013284373,1,839965,50,35,50,60,70,40,60,40,14.88157894736842,14.930693069306932,18.93092105263158,70,59,65,70,50,30,70,30,10.4375,10.75593220338983,18.93092105263158,2,-4,2,0,2,1,1.62,3.75,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,85,80,79,80,75,81,80,78,79,77,75,82,77,80,78,78,76,60,80,71,80,76,Win,1729,1729,2010/2011,16,12/6/2010 0:00,8650,10252,Liverpool,LIV,Aston Villa,AVL
3961,E0,12/11/2010 0:00,Fulham,Sunderland,D,13,2,4,3,0.7538611081110271,0.8745247148288974,0.6405381690552794,0.9158656442380386,0,839981,60,70,70,70,50,40,35,40,11.057017543859647,11.154867256637168,16.61513157894737,60,70,70,70,55,35,70,35,10.24342105263158,10.591836734693878,16.61513157894737,-5,3,0,2,1,1,2.2,3.25,3.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80,77,82,76,75,75,77,75,76,80,73,70,78,78,72,72,72,72,76,65,69,82,Draw,1729,1729,2010/2011,17,12/11/2010 0:00,9879,8472,Fulham,FUL,Sunderland,SUN
3979,E0,12/27/2010 0:00,Arsenal,Chelsea,H,8,4,4,6,1.429960038881089,0.739982451,1.389295115530857,0.6199373582460309,1,839995,66,30,30,45,35,30,40,50,13.93092105263158,14.163879598662207,19.730263157894736,70,60,56,70,70,30,60,35,15.513157894736842,15.61589404,19.730263157894736,2,-4,3,0,0,3,2.63,3.2,2.75,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,73,82,76,78,81,82,75,81,86,84,85,84,76,82,86,83,82,85,87,80,88,84,Win,1729,1729,2010/2011,19,12/27/2010 0:00,9825,8455,Arsenal,ARS,Chelsea,CHE
3983,E0,12/28/2010 0:00,Sunderland,Blackpool,A,16,4,9,2,0.5875364510206286,0.8832992102954081,0.073120796,0.08856248,-1,840005,60,70,70,70,55,35,70,35,10.24342105263158,10.591836734693878,16.789473684210527,70,70,70,70,65,70,70,70,11.210526315789474,11.210526315789474,16.789473684210527,-1,2,2,2,0,0,1.62,3.75,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,78,72,78,72,72,72,76,65,69,82,75,73,66,66,72,68,68,70,68,70,68,71,Defeat,1729,1729,2010/2011,20,12/28/2010 0:00,8472,8483,Sunderland,SUN,Blackpool,BLA
3998,E0,1/2/2011 0:00,Chelsea,Aston Villa,D,10,10,9,6,1.404039313100767,0.6931851418543434,0.9973676513600468,1.0821903013284373,0,840064,70,60,56,70,70,30,60,35,15.513157894736842,15.61589404,18.93092105263158,70,59,65,70,50,30,70,30,10.4375,10.75593220338983,18.93092105263158,-1,-9,1,1,1,1,1.25,5.5,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,84,76,71,86,83,79,85,87,85,88,84,82,79,78,80,71,80,80,76,76,83,76,Draw,1729,1729,2010/2011,21,1/2/2011 0:00,8455,10252,Chelsea,CHE,Aston Villa,AVL
4004,E0,1/5/2011 0:00,Aston Villa,Sunderland,A,2,5,5,9,0.8143428015984447,0.9973676513600468,0.6405381690552794,0.9158656442380386,-1,840070,70,59,65,70,50,30,70,30,10.4375,10.75593220338983,16.61513157894737,60,70,70,70,55,35,70,35,10.24342105263158,10.591836734693878,16.61513157894737,-7,0,1,2,1,1,2.2,3.25,3.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,82,79,80,78,71,76,76,80,80,83,76,78,72,72,73,72,72,65,72,74,82,69,Defeat,1729,1729,2010/2011,22,1/5/2011 0:00,10252,8472,Aston Villa,AVL,Sunderland,SUN
4010,E0,1/12/2011 0:00,Blackpool,Liverpool,H,9,6,3,3,0.064801814,0.1082187774202983,1.3073998245100908,0.797062318,1,840003,70,70,70,70,65,70,70,70,11.210526315789474,11.210526315789474,19.44407894736842,50,35,50,60,70,40,60,40,14.88157894736842,14.930693069306932,19.44407894736842,1,-1,2,2,1,0,3.8,3.75,1.91,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,73,66,66,72,68,70,74,70,68,68,71,85,80,80,82,70,80,77,78,80,81,86,Win,1729,1729,2010/2011,19,1/12/2011 0:00,8483,8650,Blackpool,BLA,Liverpool,LIV
4018,E0,1/16/2011 0:00,Liverpool,Everton,D,14,5,10,6,1.2333945350469817,0.6902603100321731,0.9564200058496636,0.8964250999027973,0,840075,50,35,50,60,70,40,60,40,14.88157894736842,14.930693069306932,19.11842105263158,60,65,60,70,45,40,70,40,12.289473684210526,12.370860927152318,19.11842105263158,-5,0,1,2,2,1,2.2,3.2,3.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,85,70,80,82,80,80,69,78,81,86,79,82,78,80,76,78,73,81,82,76,74,72,Draw,1729,1729,2010/2011,23,1/16/2011 0:00,8650,8668,Liverpool,LIV,Everton,EVE
4023,E0,1/22/2011 0:00,Blackpool,Sunderland,A,7,6,10,4,0.064801814,0.1082187774202983,0.6405381690552794,0.9158656442380386,-1,840094,70,70,70,70,65,70,70,70,11.210526315789474,11.210526315789474,16.61513157894737,60,70,70,70,55,35,70,35,10.24342105263158,10.591836734693878,16.61513157894737,0,0,2,2,1,0,2.5,3.25,2.88,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,73,66,72,66,68,70,74,70,71,68,63,78,78,72,73,72,72,72,72,74,72,75,Defeat,1729,1729,2010/2011,24,1/22/2011 0:00,8483,8472,Blackpool,BLA,Sunderland,SUN
4033,E0,1/26/2011 0:00,Liverpool,Fulham,H,7,8,6,2,1.2333945350469817,0.6902603100321731,0.6463878326996199,0.859704072,1,839985,50,35,50,60,70,40,60,40,14.88157894736842,14.930693069306932,16.67105263157895,60,70,70,70,50,40,35,40,11.057017543859647,11.154867256637168,16.67105263157895,1,1,2,2,1,1,1.53,3.8,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,85,70,80,82,80,81,77,80,79,86,86,71,77,82,76,75,79,75,77,80,78,77,Win,1729,1729,2010/2011,18,1/26/2011 0:00,8650,9879,Liverpool,LIV,Fulham,FUL
4034,E0,2/1/2011 0:00,Arsenal,Everton,H,10,4,5,7,1.429960038881089,0.739982451,0.9564200058496636,0.8964250999027973,1,840096,66,30,30,45,35,30,40,50,13.93092105263158,14.163879598662207,19.11842105263158,60,65,60,70,45,40,70,40,12.289473684210526,12.370860927152318,19.11842105263158,9,-1,3,1,2,0,1.4,4.5,8.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69,82,78,76,81,82,75,81,86,82,85,82,78,80,76,78,73,82,77,81,76,80,Win,1729,1729,2010/2011,25,2/1/2011 0:00,9825,8668,Arsenal,ARS,Everton,EVE
4036,E0,2/1/2011 0:00,Sunderland,Chelsea,A,3,14,0,6,0.5875364510206286,0.8832992102954081,1.389295115530857,0.6199373582460309,-1,840097,60,70,70,70,55,35,70,35,10.24342105263158,10.591836734693878,19.730263157894736,70,60,56,70,70,30,60,35,15.513157894736842,15.61589404,19.730263157894736,3,6,3,3,1,2,5.5,3.6,1.67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,78,78,72,73,72,72,74,72,80,72,75,84,81,82,86,83,87,82,85,85,88,80,Defeat,1729,1729,2010/2011,25,2/1/2011 0:00,8472,8455,Sunderland,SUN,Chelsea,CHE
